hid,type1,type2,month,m_id,q6_1,q6_1_1,q6_1_2,q6_1_3,q6_1_4,q6_1_5,q6_1_6,q6_1_7,q6_1_8,q6_2_a,q6_2_b,q6_2_c,q6_3,q6_4_1,q6_4_2,q6_4_3,q6_4_4,q6_4_5,q6_4_6,q6_4_7,q6_4_8,q6_4_9,q6_4_10,q6_4_11,q6_4_12,q6_4_13,q6_4_1a,q6_4_2a,q6_4_3a,q6_4_4a,q6_4_5a,q6_4_6a,q6_4_7a,q6_4_8a,q6_4_9a,q6_4_10a,q6_4_11a,q6_4_12a,q6_4_13a,q6_5_1,q6_5_2,q6_5_3,q6_5_4,q6_5_5,q6_5_6,q6_5_7,q6_5_8,q6_5_9,q6_5_10,q6_5_11,q6_5_12,q6_5_13,q6_5_14,q6_5_15,q6_5_16,q6_5_17,q6_5_18,q6_5_19,q6_5_20,q6_5_21,q6_6,q6_7,q6_8,q11_b_1_1,q11_b_1_1a,q11_b_1_2,q11_b_1_2a,q11_b_1_3,q11_b_1_3a,q11_b_2_1,q11_b_2_1a,q11_b_2_2,q11_b_2_2a,q11_b_2_3,q11_b_2_3a,q11_b_3_1,q11_b_3_1a,q11_b_3_2,q11_b_3_2a,q11_b_3_3,q11_b_3_3a,q11_b_4_1,q11_b_4_1a,q11_b_4_2,q11_b_4_2a,q11_b_4_3,q11_b_4_3a,q11_b_5_1,q11_b_5_1a,q11_b_5_2,q11_b_5_2a,q11_b_5_3,q11_b_5_3a,q11_b_6_1,q11_b_6_1a,q11_b_6_2,q11_b_6_2a,q11_b_6_3,q11_b_6_3a,q11_b_7_1,q11_b_7_1a,q11_b_7_2,q11_b_7_2a,q11_b_7_3,q11_b_7_3a,q11_b_8_1,q11_b_8_1a,q11_b_8_2,q11_b_8_2a,q11_b_8_3,q11_b_8_3a,q11_b_9_1,q11_b_9_1a,q11_b_9_2,q11_b_9_2a,q11_b_9_3,q11_b_9_3a,wt
10516,2,1,1,250017,207,099,,,,,,,,7,3,5,3,,2,,,,,,,,,,,13,,5,,,,,,,,,,,2,1,,3,,,,,8,,,,,,,,,,,,,,5,5,5,960000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534000,31,,,,,,,,,,,,,,,,,8310.061005
10516,2,1,6,250044,207,099,,,,,,,,3,15,7,3,,2,,,,,,,,,,,13,,13,,,,,,,,,,,2,1,2,3,4,,,,8,,,,,,,,,,,,,,4,4,4,,71,,,,,,,,,,,,205,,,,,5527,205,,,,,2580,205,,,,,3420,205,,,,,,205,,,,,,,,,,,,,,,,,8310.061005
10516,1,2,7,600073,936,030,,,,,,,,12,1,10,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,8310.061005
10516,1,2,10,600438,934,010,,,,,,,,12,4,1,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,17000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10516,2,1,6,250031,176,004,,,,,,,,15,6,7,3,,,,,,,,,,10,,,,,,,,,,,,,2,,,,,2,,,,,,8,,,,,,,,,17,,,,,4,5,4,,,,,,,,,,,,,,174,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10517,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19345.87257
10518,1,1,2,150449,911,180,,,,,,,,7,4,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,55000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4401.533668
10519,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10523,2,1,2,200307,8,001,,,,,,,,1,4,2,3,,,3,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,1000000,31,,,,,600000,31,,,,,350000,31,,,,,50000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10524,1,2,10,116866,932,060,,,,,,,,1,2,3,1,,,3,,,,,,,,,,,,,2,,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,4401.533668
10524,2,1,5,200383,34,009,,,,,,,,12,2,1,7,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,13,,15,,,,,,,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10524,2,1,5,200383,154,003,,,,,,,,2,1,3,7,,2,,,,,,,,,,,,,2,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,31,,,,,,,,,,,,,,,,,4401.533668
10524,2,1,5,200383,182,002,,,,,,,,1,2,4,3,,2,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,4,,,,,,,,,13,,,,,,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,31,,,,,,,,,,,,,,,,,4401.533668
10524,2,1,5,200383,235,001,,,,,,,,2,1,12,7,,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,9,,,,,,15,,,,,,,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,31,,,,,,,,,,,,,,,,,4401.533668
10524,2,1,5,200383,125,001,,,,,,,,2,1,3,7,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,4,,,,,,,,,13,,,,,,,,,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10525,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19345.87257
10526,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10527,1,2,10,116786,932,060,,,,,,,,7,1,2,1,,,3,,,,,,,,,,,,,2,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,,,,,,,150000,,,,,,100000,,,,,,150000,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,8310.061005
10527,1,2,11,116788,932,020,,,,,,,,7,1,3,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,3,,,,,,,100000,,,,,,100000,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10527,1,2,7,116784,937,020,,,,,,,,1,2,3,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,150000,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10528,1,1,5,105046,923,310,,,,,,,,4,9,1,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,80000,31,,,,,120000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10528,1,1,3,105040,923,310,,,,,,,,4,1,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,75000,31,,,,,,,,,,,,,,,,,125000,31,,,,,,,,,,,,,,,,,4401.533668
10528,1,1,2,105029,923,310,,,,,,,,1,2,4,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,120000,31,,,,,100000,31,,,,,200000,31,,,,,,,,,,,,,,,,,80000,31,,,,,,,,,,,,,,,,,4401.533668
10529,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.02948
10532,1,2,10,116831,936,330,,,,,,,,7,5,1,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,4,4,3,,,,,,,170000,,,,,,80000,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10532,2,2,11,201132,189,004,,,,,,,,12,7,5,3,,2,,,,,,,,,,,,,34,,,,,,,,,,,,1,,,,,,,,,,,,,,,,17,,19,,,5,4,4,,,,,,,4000000,31,,,,,800000,31,,,,,5200000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10532,2,1,1,200390,70,003,,,,,,,,7,14,1,3,,2,,,,,,,,,,,,,12,,,,,,,,,,,,1,2,,,,6,,,,,,12,,,,,17,,,,,4,4,4,,,,,,,,,180000,31,,,660000,31,160000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10533,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9987.456179
10534,1,1,5,106258,936,350,,,,,,,,1,2,7,8,,,,,,,,,,10,,,,,,,,,,,,,4,,,,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,300000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,1,1,4,106240,923,310,,,,,,,,1,2,4,10,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,1,1,4,106244,931,200,,,,,,,,1,2,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,10000,31,,,,,40000,31,,,,,20000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,1,2,12,120954,931,200,,,,,,,,1,2,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,6,,8,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,35000,,,,,,,,,,,,,,,,,,120000,,,,,,,,,,,,,,,,,,4401.533668
10534,1,1,3,106235,911,190,,,,,,,,8,9,10,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,150000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,1,2,12,120955,931,060,,,,,,,,1,2,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,5,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,30000,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,1,2,11,120953,931,040,,,,,,,,4,2,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,1,2,7,120950,932,040,,,,,,,,1,2,7,1,,,,,5,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,50000,,,,,,100000,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,1,2,10,120952,932,030,,,,,,,,1,2,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,2,2,7,201382,176,027,,,,,,,,1,2,12,3,,2,,,,,,,,,,,,,4,,,,,,,,,,,,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,1000000,31,,,,,3000000,31,,,,,500000,31,,,,,500000,31,,,,,,,,,,,1000000,31,,,,,,,,,,,,,,,,,4401.533668
10534,1,1,1,106228,931,020,,,,,,,,4,3,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,200000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,1,2,9,120951,932,010,,,,,,,,2,1,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,150000,,,,,,100000,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10534,2,1,2,200449,176,004,,,,,,,,1,2,4,3,,,,,,,,,,10,,,,,,,,,,,,,5,,,,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,50000,31,,,,,200000,31,,,,,200000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10535,1,1,2,109632,939,020,010,,,,,,,1,7,2,3,,,,,,6,,,,,,,,,,,,,3,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,159999,31,,,,,400002,31,,,,,189999,31,,,,,50001,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369.008891
10535,1,2,7,600074,932,340,,,,,,,,1,2,7,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,9,,,,,,,,,,,,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369.008891
10535,1,2,10,600439,934,040,,,,,,,,1,4,9,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,5,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,120000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369.008891
10535,1,2,8,120964,933,030,,,,,,,,1,2,7,1,,,,,,6,,,,,,,,,,,,,2,,,,,,,,1,,3,4,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,2369.008891
10535,1,2,8,600304,933,020,,,,,,,,7,1,2,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,20000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369.008891
10535,2,2,12,201383,176,005,,,,,,,,1,2,12,3,,2,,,,,,,,,,,,,3,,,,,,,,,,,,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,50000,31,,,,,,,,,,,300000,31,,,,,,,,,,,,,,,,,,,,,,,2369.008891
10538,1,1,5,106588,922,030,,,,,,,,1,2,4,2,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,100000,31,,,,,100000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10538,1,2,10,114807,923,010,,,,,,,,1,2,3,5,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,50000,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10539,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10543,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10544,1,2,7,115021,932,310,,,,,,,,1,2,7,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10544,1,2,12,115032,932,310,,,,,,,,1,2,7,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10544,1,2,7,115014,931,190,,,,,,,,2,7,1,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,5,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,30000,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10544,1,1,1,107261,931,110,,,,,,,,1,2,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,15000,31,,,,,40000,31,,,,,20000,31,,,,,,,,,,,,,,,,,25000,31,,,,,,,,,,,4401.533668
10544,1,2,12,115037,934,030,,,,,,,,1,3,4,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,2,,4,,,,,,,,12,,,,,,,,,,5,5,4,,,,,,,130000,,,,,,100000,,,,,,120000,,,,,,40000,,,,,,,,,,,,40000,,,,,,,,,,,,,,,,,,4401.533668
10544,1,1,5,107264,932,020,,,,,,,,7,1,2,1,,,,,,,,,,,11,,,,,,,,,,,,,1,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,30000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10549,1,1,5,105833,932,410,,,,,,,,15,1,5,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,21,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10549,1,2,8,600305,931,380,,,,,,,,2,4,7,1,,,,,,,,,,,,,13,,,,,,,,,,,,,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,30000,31,0,,0,,20000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4401.533668
10549,1,2,8,120824,932,310,,,,,,,,1,4,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,250000,,,,,,30000,,,,,,190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10549,1,2,10,120830,933,030,,,,,,,,1,3,5,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10549,1,2,7,600075,934,030,,,,,,,,1,2,9,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,50001,31,0,,0,,99999,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4401.533668
10549,1,2,10,600440,934,010,,,,,,,,9,2,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,4,,,,8,,,,,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5001,31,,,,,,,,,,,,,,,,,4401.533668
10549,1,1,2,105831,939,010,,,,,,,,2,6,7,3,,2,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,21,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10550,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.533668
10552,2,2,12,201326,82,004,006,,,,,,,1,2,4,3,,2,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,31,,,,,,,,,,,,,,,,,5289.988197
10552,1,2,10,120110,933,360,,,,,,,,7,5,4,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,3,3,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.988197
10552,1,1,5,104669,932,320,,,,,,,,1,5,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,0,,0,,0,,210000,31,0,,0,,50001,31,0,,0,,180000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5289.988197
10552,2,1,2,200354,188,001,,,,,,,,1,2,5,3,,2,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,6,,8,,,,,,,,,,,,,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000,31,,,,,,,,,,,,,,,,,5289.988197
10558,1,1,5,107282,931,250,,,,,,,,1,4,9,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10558,1,1,6,107287,931,180,,,,,,,,4,9,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10558,1,2,7,119699,932,030,,,,,,,,1,13,2,1,,,,,,6,,,,,,,,,,,,,2,,,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10560,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.988197
10561,1,1,5,109539,933,370,,,,,,,,1,5,9,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,100000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4401.533668
10561,1,1,5,109550,931,370,,,,,,,,1,2,5,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,2,,,5,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,199998,31,0,,0,,0,,0,,0,,400000,31,0,,0,,80002,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4401.533668
10561,1,2,9,121148,923,010,,,,,,,,1,2,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,,,40000,,,,,,,,,,,,,,,,,,4401.533668
10562,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19345.87257
10564,1,2,10,600441,936,370,,,,,,,,13,7,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,5,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10564,1,2,8,600306,931,370,,,,,,,,7,2,15,2,,,,,,,,,,,11,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,13,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10564,1,1,5,106298,935,330,,,,,,,,1,2,12,7,,,,,,,,,,,,,13,,,,,,,,,,,,,1,1,,,,,6,7,,,,,,,,,,,,,,,4,4,4,,,,,,,10000,31,,,,,,,,,,,40000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10564,1,1,4,106297,936,330,,,,,,,,1,2,7,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,4,,6,,,,,11,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.061005
10564,1,2,7,600076,911,220,,,,,,,,4,7,3,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,35000,31,,,,,,,,,,,,,,,,,40000,31,,,,,,,,,,,,,,,,,8310.061005
10564,1,2,8,120724,923,050,,,,,,,,8,9,1,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,8,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,,,40000,,,,,,,,,,,,,,,,,,8310.061005
10565,1,1,3,109515,911,110,,,,,,,,1,2,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,,,,,,11,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,40000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8310.061005
10566,1,1,1,109806,911,020,010,060,,,,,,7,2,1,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,4,,,,,,,,12,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,40000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4401.533668
