hid,type1,type2,month,m_id,q6_1,q6_1_1,q6_1_2,q6_1_3,q6_1_4,q6_1_5,q6_1_6,q6_1_7,q6_1_8,q6_2_a,q6_2_b,q6_2_c,q6_3,q6_4_1,q6_4_2,q6_4_3,q6_4_4,q6_4_5,q6_4_6,q6_4_7,q6_4_8,q6_4_9,q6_4_10,q6_4_11,q6_4_12,q6_4_13,q6_4_1a,q6_4_2a,q6_4_3a,q6_4_4a,q6_4_5a,q6_4_6a,q6_4_7a,q6_4_8a,q6_4_9a,q6_4_10a,q6_4_11a,q6_4_12a,q6_4_13a,q6_5_1,q6_5_2,q6_5_3,q6_5_4,q6_5_5,q6_5_6,q6_5_7,q6_5_8,q6_5_9,q6_5_10,q6_5_11,q6_5_12,q6_5_13,q6_5_14,q6_5_15,q6_5_16,q6_5_17,q6_5_18,q6_5_19,q6_5_20,q6_5_21,q6_6,q6_7,q6_8,q11_b_1_1,q11_b_1_1a,q11_b_1_2,q11_b_1_2a,q11_b_1_3,q11_b_1_3a,q11_b_2_1,q11_b_2_1a,q11_b_2_2,q11_b_2_2a,q11_b_2_3,q11_b_2_3a,q11_b_3_1,q11_b_3_1a,q11_b_3_2,q11_b_3_2a,q11_b_3_3,q11_b_3_3a,q11_b_4_1,q11_b_4_1a,q11_b_4_2,q11_b_4_2a,q11_b_4_3,q11_b_4_3a,q11_b_5_1,q11_b_5_1a,q11_b_5_2,q11_b_5_2a,q11_b_5_3,q11_b_5_3a,q11_b_6_1,q11_b_6_1a,q11_b_6_2,q11_b_6_2a,q11_b_6_3,q11_b_6_3a,q11_b_7_1,q11_b_7_1a,q11_b_7_2,q11_b_7_2a,q11_b_7_3,q11_b_7_3a,q11_b_8_1,q11_b_8_1a,q11_b_8_2,q11_b_8_2a,q11_b_8_3,q11_b_8_3a,q11_b_9_1,q11_b_9_1a,q11_b_9_2,q11_b_9_2a,q11_b_9_3,q11_b_9_3a,wt
11985,1,1,4,150644,933,320,,,,,,,,9,4,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,10000,31,0,,0,,45000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9515.706332
11985,1,1,5,150924,933,310,,,,,,,,7,4,12,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,20000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9515.706332
11985,1,1,5,150926,933,310,,,,,,,,7,4,1,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,30000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9515.706332
11985,1,2,7,151420,933,030,,,,,,,,11,2,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515.706332
11985,1,2,7,151422,933,030,,,,,,,,11,2,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515.706332
11985,1,1,3,150478,934,030,,,,,,,,9,1,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,3,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,100000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9515.706332
11985,1,1,3,150479,934,030,,,,,,,,9,1,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,100000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9515.706332
11985,1,1,5,150862,929,010,,,,,,,,2,7,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,50000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9515.706332
11985,1,1,5,150866,929,010,,,,,,,,2,1,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,50000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9515.706332
11987,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3869.10944
11988,1,2,7,112820,932,030,060,,,,,,,7,1,2,1,,,,,,,,,,10,,,,,,,,,,,,,2,,,,1,2,3,,,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515.706332
11988,1,1,2,106991,939,010,020,,,,,,,1,2,6,3,,,,,,,,,,10,,,,,,,,,,,,,7,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,5,5,5,,,,,,,100000,31,,,,,300000,31,,,,,300000,31,,,,,,,,,,,,,,,,,100000,31,,,,,,,,,,,,,,,,,9515.706332
11988,1,1,4,106994,934,380,,,,,,,,1,3,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,30000,31,,,,,70000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515.706332
11988,1,1,1,106974,934,030,,,,,,,,1,2,9,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,30000,31,,,,,70000,31,,,,,,,,,,,,,,,,,50000,31,,,,,,,,,,,,,,,,,9515.706332
11989,1,1,1,150727,934,020,,,,,,,,14,2,11,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,4,,,,,,,,12,,,,,,,,,,5,5,5,0,,0,,0,,0,,0,,0,,0,,0,,0,,54000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3979.297688
11989,1,1,1,150728,932,010,,,,,,,,7,6,11,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,2,3,,,6,,,,,,,,,,,,,,,,4,2,3,0,,0,,0,,0,,0,,0,,23200,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3979.297688
11993,1,1,5,151291,933,390,010,,,,,,,4,7,5,1,,,,,,,,,,10,,,,,,,,,,,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,1,3,151286,933,390,,,,,,,,4,7,10,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,2,10,153025,933,390,,,,,,,,4,7,10,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,1,5,151294,933,390,,,,,,,,4,7,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,17,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,1,5,151288,934,380,,,,,,,,4,5,2,1,,,,,,,,,,,,,13,,,,,,,,,,,,,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,2,8,152677,933,310,,,,,,,,6,7,4,1,,,,,,,,,,10,,,,,,,,,,,,,3,,,,,,,,,6,,,,,,,,,,,17,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,1,5,151288,933,310,,,,,,,,3,7,6,1,,,,,,,,,,10,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,17,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,2,8,152679,937,090,,,,,,,,4,6,7,1,,,,,,,,,,,11,,,,,,,,,,,,,1,,,1,2,3,4,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,2,8,152677,937,080,,,,,,,,7,12,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,2,8,152686,934,020,,,,,,,,7,3,4,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3,,5,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,2,8,152688,934,020,,,,,,,,4,5,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3,,5,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,2,9,152685,934,010,,,,,,,,12,10,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,29000,,,,,,13000,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,5040.119654
11993,1,1,5,151297,933,010,,,,,,,,7,4,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11993,1,1,4,151312,933,010,,,,,,,,4,5,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11994,1,1,5,106864,934,340,,,,,,,,1,2,3,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,,,,6,,,,,11,,,,,,,,,,,4,4,4,0,,0,,0,,40000,31,0,,0,,0,,0,,0,,100000,31,0,,0,,10000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3869.10944
11994,1,2,12,116212,934,010,,,,,,,,2,4,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3,,5,6,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,100000,,,,,,50000,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,3869.10944
11995,1,2,7,112771,932,400,,,,,,,,1,6,7,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,4,3,4,,,,,,,450000,,,,,,200000,,,,,,700000,,,,,,,,,,,,100000,,,,,,50000,,,,,,,,,,,,,,,,,,8860.682982
11995,1,1,1,107081,935,380,,,,,,,,1,6,9,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8860.682982
11995,1,2,10,112765,935,370,,,,,,,,1,9,2,7,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8860.682982
11995,1,1,1,107081,936,030,,,,,,,,12,9,8,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8860.682982
11997,1,2,12,119980,923,050,010,,,,,,,1,9,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,5,6,,,,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,,50000,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11997,1,2,8,119968,933,360,,,,,,,,1,9,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,20000,,,,,,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11997,1,1,6,107078,934,080,,,,,,,,1,9,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,5,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,50000,31,,,,,150000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11997,1,2,8,119966,934,050,,,,,,,,9,1,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,3,2,2,,,,,,,,,,,,,70000,,,,,,200000,,,,,,,,,,,,,,,,,,30000,,,,,,,,,,,,,,,,,,5040.119654
11997,1,1,2,107069,934,030,,,,,,,,1,9,7,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,50000,31,,,,,160000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
11997,1,1,1,107068,933,020,,,,,,,,1,2,6,1,,,,,,,,,,10,,,,,,,,,,,,,2,,,,,2,3,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,70000,31,,,,,100000,31,,,,,10000,31,,,,,,,,,,,70000,31,,,,,,,,,,,,,,,,,5040.119654
11999,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8860.682982
12001,1,2,8,112814,933,360,,,,,,,,3,4,7,1,,,,,,,,8,,,,,,,,,,,,,2,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,10000,,,,,,30000,,,,,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3869.10944
12001,1,1,5,107125,933,360,,,,,,,,1,4,3,1,,,,,,,,8,,,,,,,,,,,,,1,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,20000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3869.10944
12001,1,1,5,107122,933,360,,,,,,,,1,2,4,1,,,,,,,,8,,,,,,,,,,,,,2,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,20000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3869.10944
12001,1,1,5,107128,933,350,,,,,,,,4,5,3,1,,,,,,,,8,,,,,,,,,,,,,1,,,,,,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,20000,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3869.10944
12004,1,2,10,114611,934,010,360,,,,,,,6,1,7,1,,,,,,,,,,10,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,17,,,,,4,4,4,,,,,,,0,,,,,,50000,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12004,1,2,8,114610,921,060,090,,,,,,,1,2,6,1,,,,,,,,,,10,,,,,,,,,,,,,2,,,,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,,,,,,,0,,,,,,70000,,,,,,250000,,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12004,1,2,12,114614,921,060,050,,,,,,,1,6,2,1,,,,,,,,,,10,,,,,,,,,,,,,2,,,,1,2,,,,6,,,,,,,,,,,17,,,,,4,4,4,,,,,,,0,,,,,,100000,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12006,2,2,7,201113,176,005,004,,,,,,,1,2,3,3,,2,,,,,,,,,,,,,4,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000,31,,,,,,,,,,,,,,,,,3054.756494
12007,1,1,4,106793,936,310,030,330,,,,,,1,7,9,1,,,,,5,,,,,,,,,,,,,2,,,,,,,,,1,2,,4,,6,,,9,,,,,,,,,,,,,4,4,4,,,,,,,100000,31,,,,,100000,31,,,,,120000,31,,,,,20000,31,,,,,,,,,,,60000,31,,,,,,,,,,,,,,,,,3869.10944
12007,1,1,5,106786,921,060,090,140,,,,,,1,2,12,2,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,4,5,,,,9,,,,,,,,,,,,,5,5,5,,,,,,,200000,31,,,,,200000,31,,,,,500000,31,,,,,100000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3869.10944
12007,1,2,7,113509,921,090,040,,,,,,,1,2,7,2,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,6,,,,,,,,,,,,,,,,5,5,5,,,,,,,200000,,,,,,400000,,,,,,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3869.10944
12007,1,1,4,106798,935,310,,,,,,,,4,1,2,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,20000,31,,,,,40000,31,,,,,,,,,,,,,,,,,10000,31,,,,,,,,,,,,,,,,,3869.10944
12009,1,1,1,107901,939,020,010,,,,,,,7,1,2,3,,,3,,,,,,,,,,,,,2,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,100000,31,0,,0,,0,,0,,0,,0,,0,,0,,8860.682982
12009,1,2,8,116656,936,400,,,,,,,,1,2,7,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,3,3,3,,,,,,,80000,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8860.682982
12010,1,1,5,106790,934,030,,,,,,,,2,1,7,1,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,4,3,4,0,,0,,0,,50000,31,0,,0,,0,,0,,0,,100001,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8860.682982
12011,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515.706332
12012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515.706332
12013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22152.62222
12015,1,1,1,106813,932,060,340,,,,,,,1,7,2,1,,,,,,6,,,,,,,,,,,,,2,,,,,,,,1,,,,,6,,,9,,11,,,,,,,,,,,4,4,4,0,,0,,0,,100001,31,0,,0,,50000,31,0,,0,,300000,31,0,,0,,0,,0,,0,,269999,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5040.119654
12015,1,2,12,116654,939,010,020,,,,,,,1,2,7,3,,2,,,,,,,,,,,,,3,,,,,,,,,,,,1,2,,4,,6,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,100000,,0,,0,,0,,0,,0,,0,,0,,0,,5040.119654
12015,1,1,6,106827,939,020,010,,,,,,,1,2,5,3,,,,,,6,,,,,,,,,,,,,3,,,,,,,,1,,3,,5,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,1200000,31,,,,,,,,,,,,,,,,,600000,31,,,,,,,,,,,,,,,,,5040.119654
12015,1,2,8,116646,931,380,,,,,,,,1,2,12,1,,,,,,,,8,,,,,,,,,,,,,2,,,,,,1,2,3,,,,,,,,,12,,,,,,,,,,3,3,3,,,,,,,100000,,,,,,50000,,,,,,100000,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12015,1,1,5,106825,925,020,,,,,,,,7,4,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3,,5,6,,,,,,,,,,,,,,,,3,3,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,50000,31,0,,0,,40001,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5040.119654
12015,1,2,10,116651,934,010,,,,,,,,2,4,5,1,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,,6,7,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,100000,,,,,,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3869.10944
12017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12018,1,2,9,115574,939,020,010,,,,,,,1,2,3,3,,,,,,6,,,,,,,,,,,,,2,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,9515.706332
12020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515.706332
12022,1,1,2,106684,926,030,010,,,,,,,1,2,3,1,,2,,,,,,,,,,,,,2,,,,,,,,,,,,1,2,,,,6,,,,,,,,,,,17,,,,,4,4,4,,,,,,,170000,,,,,,50000,,,,,,100000,,,,,,,,,,,,,,,,,,30000,,,,,,,,,,,,150000,,,,,,9515.706332
12022,1,2,8,115566,934,380,,,,,,,,1,2,3,1,,,,,,,,,9,,,,,,,,,,,,,1,,,,,1,2,,,,6,,,,,,,,,,,,,,,,3,3,3,,,,,,,50000,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9515.706332
12023,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12025,1,2,7,115569,932,040,060,350,,,,,,2,1,3,1,,,,,5,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,50000,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12025,2,1,2,200531,168,002,003,011,,,,,,1,2,5,3,,2,,,,,,,,,,,,,9,,,,,,,,,,,,1,,,,5,6,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000,166,,,,,,,,,,,,,,,,,5040.119654
12025,1,1,5,107139,937,060,020,,,,,,,2,1,7,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,0,,0,,0,,70000,31,0,,0,,50000,31,0,,0,,129999,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5040.119654
12025,1,1,1,107137,935,380,,,,,,,,3,2,1,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,6,,,9,,,,,,,,,,,,,4,4,4,0,,0,,0,,50000,31,0,,0,,0,,0,,0,,150001,31,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5040.119654
12025,1,2,8,115570,933,320,,,,,,,,7,1,11,1,,,,,,,,8,,,,,,,,,,,,,1,,,,,,1,2,,,5,,,,,,,,,,,,,,,,,4,4,4,,,,,,,50000,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12025,1,2,11,115572,935,020,,,,,,,,1,2,3,1,,,,,5,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,6,,,,,,,,,,,,,,,,3,3,3,,,,,,,50000,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12026,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.119654
12027,1,1,3,107302,936,460,,,,,,,,1,2,12,7,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,100000,31,0,,0,,0,,0,,0,,0,,0,,0,,150000,31,0,,0,,0,,0,,0,,0,,0,,0,,8860.682982
